ticket_id,created_at,customer_id,department,city,state,device_type,os,browser,network_type,historical_tickets,sla_hours,resolution_time_hours,title,description,image_path,image_width,image_height,category,priority,status,assigned_team,has_attachment,sentiment_score,num_words,num_images,latitude,longitude,target_category
1575,2025-01-19T14:15:00,7749,TI,São Paulo,RS,Desktop,iOS,Firefox,Cabo,1,48,62,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01575.jpg,640,600,Financeiro,Média,Aberto,Infra,1,-0.64,7,2,-27.584441,-45.452985,Financeiro
1576,2025-01-19T14:32:00,2235,Financeiro,Belo Horizonte,RS,Mobile,iOS,Edge,WiFi,29,12,58,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01576.jpg,640,600,Software,Média,Aberto,N2,0,0.638,6,0,-25.141414,-44.549131,Software
1577,2025-01-19T14:49:00,6508,TI,Campinas,BA,Notebook,Windows,Firefox,WiFi,3,24,66,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01577.jpg,1280,720,Hardware,Crítica,Fechado,Infra,1,-0.351,5,2,-23.450526,-53.051629,Hardware
1578,2025-01-19T15:06:00,5975,Financeiro,São Paulo,MG,Mobile,iOS,Firefox,Cabo,25,24,38,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01578.jpg,1280,600,Financeiro,Baixa,Em andamento,N2,1,0.911,6,0,-27.912074,-51.864084,Financeiro
1579,2025-01-19T15:23:00,4702,Financeiro,Santos,SP,Mobile,Android,Safari,Cabo,6,24,50,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01579.jpg,1024,600,Hardware,Alta,Em andamento,N2,1,-0.787,6,3,-28.904456,-43.510344,Hardware
1580,2025-01-19T15:40:00,9368,Financeiro,Belo Horizonte,MG,Notebook,Android,Chrome,WiFi,3,24,56,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01580.jpg,1280,600,Financeiro,Crítica,Em andamento,Infra,0,0.008,4,1,-26.681005,-48.644835,Financeiro
1581,2025-01-19T15:57:00,8744,TI,São Paulo,RJ,Notebook,Linux,Chrome,5G,17,12,67,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01581.jpg,800,768,Software,Crítica,Aberto,Aplicações,0,-0.459,6,0,-30.609293,-48.323519,Software
1582,2025-01-19T16:14:00,2118,RH,Santos,PR,Mobile,Linux,Safari,Cabo,3,8,21,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01582.jpg,1280,600,Acesso,Alta,Em andamento,Aplicações,0,-0.718,3,3,-24.087818,-43.296774,Acesso
1583,2025-01-19T16:31:00,1079,TI,Belo Horizonte,MG,Notebook,Android,Chrome,4G,14,8,40,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01583.jpg,800,768,Software,Média,Em andamento,Aplicações,0,-0.986,6,0,-24.257467,-49.79692,Software
1584,2025-01-19T16:48:00,7672,TI,Campinas,SP,Desktop,Android,Chrome,Cabo,40,24,44,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01584.jpg,800,600,Financeiro,Média,Fechado,Infra,1,0.465,4,2,-27.079796,-46.37143,Financeiro
1585,2025-01-19T17:05:00,1452,RH,São Paulo,PR,Desktop,Windows,Safari,4G,24,4,36,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01585.jpg,800,600,RH,Crítica,Em andamento,N1,0,0.568,4,0,-25.847667,-46.561286,RH
1586,2025-01-19T17:22:00,7349,RH,São Paulo,BA,Mobile,iOS,Firefox,5G,27,8,11,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01586.jpg,1024,720,Rede,Média,Fechado,Aplicações,1,0.665,5,2,-31.020863,-49.390903,Rede
1587,2025-01-19T17:39:00,9577,Operações,Santos,RS,Mobile,iOS,Edge,WiFi,17,8,63,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_01587.jpg,1024,600,Acesso,Baixa,Fechado,N1,1,-0.782,5,3,-31.912982,-51.048325,Acesso
1588,2025-01-19T17:56:00,2346,Operações,Campinas,RJ,Mobile,Linux,Firefox,WiFi,20,48,4,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01588.jpg,640,720,RH,Média,Fechado,N1,0,0.722,5,1,-26.586193,-53.033463,RH
1589,2025-01-19T18:13:00,6752,RH,Curitiba,PR,Desktop,Android,Edge,WiFi,29,24,50,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01589.jpg,640,768,Financeiro,Alta,Em andamento,Aplicações,0,0.153,5,0,-29.419624,-44.993952,Financeiro
1590,2025-01-19T18:30:00,7564,RH,Curitiba,PR,Notebook,iOS,Safari,5G,25,12,62,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01590.jpg,1280,480,Rede,Crítica,Fechado,Infra,0,-0.983,5,2,-24.536437,-51.717185,Rede
1591,2025-01-19T18:47:00,6253,Operações,São Paulo,PR,Notebook,Windows,Edge,5G,33,8,72,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_01591.jpg,1280,600,Rede,Alta,Em andamento,Infra,1,0.481,5,1,-31.983937,-48.831865,Rede
1592,2025-01-19T19:04:00,7785,Operações,Belo Horizonte,RS,Notebook,Linux,Safari,4G,2,4,49,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01592.jpg,1280,600,RH,Baixa,Em andamento,Aplicações,1,-0.596,6,0,-31.121282,-45.179006,RH
1593,2025-01-19T19:21:00,1911,Operações,São Paulo,RS,Mobile,Linux,Firefox,Cabo,1,4,14,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01593.jpg,640,768,Rede,Média,Fechado,N1,1,-0.293,6,2,-30.059794,-48.168289,Rede
1594,2025-01-19T19:38:00,6824,Operações,Belo Horizonte,PR,Desktop,Android,Chrome,4G,12,24,59,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01594.jpg,1024,768,Software,Alta,Em andamento,N2,1,-0.854,6,3,-23.36166,-44.391021,Software
1595,2025-01-19T19:55:00,2458,Operações,Santos,MG,Notebook,iOS,Safari,Cabo,13,48,46,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01595.jpg,1280,768,RH,Crítica,Aberto,Aplicações,0,-0.346,3,3,-23.946859,-46.244244,RH
1596,2025-01-19T20:12:00,3112,Financeiro,Curitiba,RS,Notebook,iOS,Safari,Cabo,37,8,51,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01596.jpg,1024,600,RH,Crítica,Em andamento,Infra,0,-0.03,6,3,-31.715492,-48.334274,RH
1597,2025-01-19T20:29:00,3148,RH,São Paulo,RS,Desktop,Android,Firefox,WiFi,12,48,59,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01597.jpg,800,480,Hardware,Baixa,Aberto,N1,1,0.274,7,0,-26.890364,-44.199535,Hardware
1598,2025-01-19T20:46:00,5434,RH,Campinas,RJ,Desktop,Windows,Safari,4G,27,24,28,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_01598.jpg,800,600,Software,Alta,Fechado,Infra,0,0.044,5,2,-31.744145,-51.798382,Software
1599,2025-01-19T21:03:00,9822,TI,Santos,SP,Desktop,Windows,Safari,4G,20,48,68,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01599.jpg,1024,480,Rede,Média,Fechado,Infra,0,-0.877,6,2,-28.031507,-51.222698,Rede
1600,2025-01-19T21:20:00,5587,Financeiro,São Paulo,BA,Mobile,Linux,Firefox,Cabo,32,4,60,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01600.jpg,640,600,Hardware,Crítica,Em andamento,Infra,0,-0.395,6,1,-32.862175,-44.117743,Hardware
1601,2025-01-19T21:37:00,2576,Operações,Campinas,BA,Notebook,Linux,Firefox,5G,30,8,63,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01601.jpg,1280,768,Acesso,Crítica,Em andamento,Infra,1,-0.204,7,3,-32.412716,-49.566018,Acesso
1602,2025-01-19T21:54:00,6078,TI,Santos,PR,Desktop,Linux,Safari,5G,27,4,44,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01602.jpg,800,600,Rede,Alta,Fechado,N2,1,-0.642,3,0,-24.72827,-43.578976,Rede
1603,2025-01-19T22:11:00,4402,Financeiro,Campinas,BA,Desktop,Windows,Safari,Cabo,30,48,70,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01603.jpg,1024,600,Hardware,Baixa,Em andamento,Aplicações,1,-0.622,6,0,-24.738324,-47.130091,Hardware
1604,2025-01-19T22:28:00,2833,TI,Campinas,PR,Notebook,Linux,Edge,4G,29,4,37,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01604.jpg,800,480,Software,Crítica,Fechado,N1,1,0.881,7,1,-23.085037,-52.767395,Software
1605,2025-01-19T22:45:00,2455,TI,São Paulo,BA,Notebook,Android,Firefox,5G,16,8,51,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_01605.jpg,1024,768,RH,Alta,Em andamento,N2,0,0.497,5,3,-27.38819,-50.596462,RH
1606,2025-01-19T23:02:00,1923,RH,Campinas,RJ,Notebook,iOS,Firefox,4G,10,24,66,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01606.jpg,640,720,RH,Baixa,Fechado,Infra,1,-0.787,6,1,-31.74693,-45.668963,RH
1607,2025-01-19T23:19:00,1714,TI,São Paulo,BA,Notebook,Linux,Firefox,4G,32,24,61,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01607.jpg,1280,768,Hardware,Baixa,Em andamento,Aplicações,1,0.103,3,0,-28.574167,-47.627874,Hardware
1608,2025-01-19T23:36:00,4953,Financeiro,Santos,PR,Mobile,Linux,Firefox,Cabo,18,24,46,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01608.jpg,1280,768,Acesso,Baixa,Aberto,Infra,1,0.497,5,1,-30.171424,-48.49116,Acesso
1609,2025-01-19T23:53:00,2113,Financeiro,São Paulo,BA,Notebook,iOS,Safari,4G,36,12,53,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01609.jpg,1024,720,Software,Alta,Aberto,N1,0,0.411,4,3,-25.690886,-51.580882,Software
1610,2025-01-20T00:10:00,9451,Financeiro,Campinas,SP,Desktop,Linux,Firefox,Cabo,20,4,34,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_01610.jpg,1024,768,RH,Alta,Em andamento,Infra,0,-0.094,5,1,-31.294611,-49.174661,RH
1611,2025-01-20T00:27:00,5665,Operações,Curitiba,MG,Desktop,Windows,Firefox,5G,2,48,10,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01611.jpg,800,720,Rede,Baixa,Aberto,N2,0,-0.756,7,1,-29.85743,-45.603628,Rede
1612,2025-01-20T00:44:00,3503,Operações,Belo Horizonte,BA,Notebook,Windows,Chrome,4G,36,24,18,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01612.jpg,1024,480,RH,Média,Em andamento,Aplicações,1,-0.604,5,0,-23.759489,-48.468407,RH
1613,2025-01-20T01:01:00,9172,RH,Curitiba,BA,Mobile,Windows,Chrome,5G,32,8,40,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01613.jpg,1024,720,RH,Alta,Em andamento,Aplicações,1,0.215,3,1,-29.097417,-46.32559,RH
1614,2025-01-20T01:18:00,4446,RH,Belo Horizonte,RJ,Mobile,Android,Chrome,4G,21,48,24,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01614.jpg,1024,720,RH,Alta,Aberto,Aplicações,0,-0.246,7,1,-31.503205,-44.060276,RH
1615,2025-01-20T01:35:00,3602,RH,Campinas,BA,Notebook,iOS,Firefox,5G,3,12,60,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01615.jpg,800,600,Rede,Crítica,Fechado,N2,1,0.276,6,3,-29.263555,-52.056984,Rede
1616,2025-01-20T01:52:00,7329,TI,Belo Horizonte,SP,Notebook,iOS,Firefox,5G,33,48,61,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01616.jpg,800,768,Hardware,Alta,Em andamento,Infra,0,0.508,6,2,-32.891106,-43.624944,Hardware
1617,2025-01-20T02:09:00,4760,Financeiro,Santos,SP,Mobile,Linux,Firefox,WiFi,34,8,70,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01617.jpg,640,480,Acesso,Baixa,Em andamento,N2,1,-0.062,6,0,-25.030939,-46.710526,Acesso
1618,2025-01-20T02:26:00,5058,TI,São Paulo,BA,Desktop,Linux,Chrome,WiFi,24,8,13,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01618.jpg,1024,600,Acesso,Crítica,Aberto,N1,0,-0.519,3,0,-29.834445,-50.959134,Acesso
1619,2025-01-20T02:43:00,4552,TI,Santos,SP,Mobile,Linux,Chrome,Cabo,31,4,24,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01619.jpg,800,480,Software,Crítica,Fechado,Aplicações,1,-0.625,3,0,-31.806036,-49.657931,Software
1620,2025-01-20T03:00:00,8479,RH,Santos,PR,Mobile,Windows,Chrome,WiFi,6,48,11,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01620.jpg,1280,720,Software,Baixa,Em andamento,N2,0,0.878,7,2,-28.027369,-50.553931,Software
1621,2025-01-20T03:17:00,2863,Financeiro,São Paulo,MG,Notebook,iOS,Edge,5G,39,4,15,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01621.jpg,1280,480,Financeiro,Crítica,Fechado,Aplicações,0,-0.733,3,1,-27.989878,-51.254882,Financeiro
1622,2025-01-20T03:34:00,1763,Operações,Belo Horizonte,SP,Mobile,Linux,Edge,WiFi,11,8,22,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01622.jpg,640,720,Rede,Baixa,Fechado,N1,0,-0.251,7,1,-31.860362,-46.190849,Rede
1623,2025-01-20T03:51:00,4062,RH,Curitiba,RJ,Notebook,Linux,Chrome,Cabo,5,8,15,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01623.jpg,640,720,Software,Alta,Em andamento,Infra,1,-0.669,3,1,-31.974628,-49.275829,Software
1624,2025-01-20T04:08:00,7568,RH,Belo Horizonte,SP,Desktop,iOS,Safari,5G,8,48,1,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01624.jpg,800,768,Hardware,Baixa,Aberto,Infra,0,0.014,7,2,-25.581265,-48.820129,Hardware
1625,2025-01-20T04:25:00,3803,TI,Belo Horizonte,RS,Notebook,Windows,Safari,4G,13,4,37,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01625.jpg,640,768,Hardware,Média,Aberto,N1,1,0.559,3,0,-26.554297,-52.82806,Hardware
1626,2025-01-20T04:42:00,9644,Financeiro,Belo Horizonte,MG,Desktop,Android,Safari,5G,28,4,30,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01626.jpg,1280,768,Rede,Baixa,Em andamento,Aplicações,1,-0.901,6,0,-27.705455,-45.911837,Rede
1627,2025-01-20T04:59:00,7434,Financeiro,Santos,SP,Notebook,Linux,Edge,4G,0,4,64,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01627.jpg,800,720,RH,Crítica,Aberto,Aplicações,1,-0.515,7,1,-27.821373,-47.509392,RH
1628,2025-01-20T05:16:00,3137,TI,Santos,SP,Desktop,Linux,Chrome,Cabo,16,4,55,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01628.jpg,800,720,RH,Média,Fechado,N1,0,0.772,6,0,-29.833744,-51.330176,RH
1629,2025-01-20T05:33:00,2052,TI,Curitiba,BA,Mobile,Android,Safari,WiFi,5,24,7,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01629.jpg,1280,768,Acesso,Alta,Fechado,Infra,1,0.133,7,3,-23.421799,-46.855523,Acesso
1630,2025-01-20T05:50:00,1917,RH,Belo Horizonte,SP,Notebook,Android,Chrome,Cabo,34,48,16,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01630.jpg,640,480,Software,Alta,Aberto,Infra,1,0.397,6,3,-25.126561,-49.119041,Software
1631,2025-01-20T06:07:00,6543,Operações,Santos,RS,Notebook,Windows,Chrome,5G,2,48,20,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01631.jpg,640,720,Acesso,Baixa,Em andamento,Infra,1,-0.85,4,3,-24.316982,-48.479658,Acesso
1632,2025-01-20T06:24:00,4369,TI,Santos,BA,Notebook,Linux,Edge,5G,32,8,57,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01632.jpg,1280,600,Software,Média,Em andamento,N2,0,-0.881,7,2,-26.86639,-46.721105,Software
1633,2025-01-20T06:41:00,9587,RH,Campinas,MG,Mobile,iOS,Firefox,5G,10,48,25,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01633.jpg,800,768,Financeiro,Alta,Fechado,Aplicações,0,-0.673,6,2,-33.47286,-45.025784,Financeiro
1634,2025-01-20T06:58:00,7941,Operações,Belo Horizonte,RS,Notebook,iOS,Edge,4G,17,8,59,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01634.jpg,800,600,Financeiro,Crítica,Em andamento,Aplicações,1,-0.738,3,1,-27.229365,-47.624571,Financeiro
1635,2025-01-20T07:15:00,7639,Operações,Campinas,PR,Desktop,Android,Firefox,Cabo,19,4,50,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_01635.jpg,800,480,RH,Crítica,Aberto,Aplicações,1,-0.611,5,2,-25.302966,-51.94476,RH
1636,2025-01-20T07:32:00,7526,Operações,Santos,BA,Notebook,Linux,Safari,Cabo,25,8,68,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01636.jpg,1280,600,Hardware,Alta,Aberto,N2,1,-0.081,6,2,-30.792276,-49.498318,Hardware
1637,2025-01-20T07:49:00,4332,Financeiro,Santos,RJ,Desktop,Windows,Chrome,5G,21,12,34,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01637.jpg,1024,768,RH,Alta,Em andamento,Infra,0,0.531,6,0,-26.913637,-47.838362,RH
1638,2025-01-20T08:06:00,7202,Operações,Belo Horizonte,SP,Notebook,Windows,Firefox,WiFi,7,24,35,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01638.jpg,1280,600,Software,Alta,Em andamento,Aplicações,1,-0.644,5,3,-31.908529,-48.734822,Software
1639,2025-01-20T08:23:00,9655,RH,Santos,BA,Mobile,Windows,Edge,Cabo,0,4,60,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01639.jpg,1024,480,Rede,Média,Em andamento,Infra,0,0.594,3,1,-24.46271,-48.346941,Rede
1640,2025-01-20T08:40:00,1798,Financeiro,Curitiba,RS,Desktop,Android,Edge,Cabo,4,4,65,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01640.jpg,640,600,RH,Média,Em andamento,Aplicações,1,0.808,6,1,-25.703628,-47.802781,RH
1641,2025-01-20T08:57:00,4368,TI,São Paulo,MG,Mobile,iOS,Chrome,5G,26,48,50,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_01641.jpg,640,480,Software,Alta,Em andamento,Aplicações,0,0.5,5,2,-27.182218,-44.378575,Software
1642,2025-01-20T09:14:00,1605,RH,Santos,SP,Notebook,Windows,Edge,5G,5,12,2,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01642.jpg,640,480,Hardware,Crítica,Aberto,Infra,0,-0.722,6,1,-32.912777,-52.663411,Hardware
1643,2025-01-20T09:31:00,8874,Operações,Belo Horizonte,RS,Mobile,iOS,Firefox,Cabo,7,8,8,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01643.jpg,1280,480,Hardware,Média,Em andamento,Infra,0,-0.256,5,3,-27.058598,-45.547687,Hardware
1644,2025-01-20T09:48:00,3685,TI,São Paulo,BA,Desktop,Android,Chrome,4G,17,8,33,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01644.jpg,1280,480,Financeiro,Alta,Fechado,Aplicações,0,0.684,4,1,-31.111069,-44.744987,Financeiro
1645,2025-01-20T10:05:00,7032,Operações,Belo Horizonte,BA,Notebook,Android,Safari,4G,30,24,28,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_01645.jpg,1280,600,Hardware,Alta,Fechado,N2,0,-0.32,5,3,-28.591321,-48.454634,Hardware
1646,2025-01-20T10:22:00,8119,TI,Curitiba,MG,Mobile,Windows,Chrome,4G,37,8,35,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01646.jpg,640,768,Acesso,Crítica,Aberto,Infra,0,0.14,3,1,-30.083098,-45.095965,Acesso
1647,2025-01-20T10:39:00,7714,RH,Curitiba,BA,Desktop,iOS,Firefox,4G,19,24,51,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01647.jpg,640,720,Software,Alta,Em andamento,N1,0,-0.826,7,0,-28.345545,-51.817647,Software
1648,2025-01-20T10:56:00,7220,Financeiro,Santos,SP,Mobile,Windows,Firefox,4G,22,48,38,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01648.jpg,640,768,RH,Média,Fechado,N2,1,-0.189,6,1,-30.133609,-45.169079,RH
1649,2025-01-20T11:13:00,6420,TI,Curitiba,BA,Notebook,Android,Edge,5G,14,24,33,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01649.jpg,1024,600,Acesso,Crítica,Em andamento,N1,0,-0.659,3,2,-23.573496,-45.729744,Acesso
1650,2025-01-20T11:30:00,1841,TI,Curitiba,MG,Desktop,Linux,Safari,Cabo,39,12,55,Solicitação de desbloqueio de usuário,Solicitação de desbloqueio de usuário.,images/img_01650.jpg,1024,600,Acesso,Crítica,Aberto,Aplicações,1,-0.49,5,0,-32.24992,-44.982667,Acesso
1651,2025-01-20T11:47:00,8170,TI,São Paulo,RS,Notebook,Windows,Edge,WiFi,8,12,19,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01651.jpg,1280,768,Rede,Baixa,Em andamento,Infra,0,0.674,6,2,-33.045822,-43.267414,Rede
1652,2025-01-20T12:04:00,6467,Operações,Belo Horizonte,MG,Notebook,Windows,Edge,Cabo,27,8,3,Aplicativo móvel fecha sozinho,Aplicativo móvel fecha sozinho.,images/img_01652.jpg,1024,480,Acesso,Média,Fechado,Infra,0,-0.955,4,1,-31.571025,-44.337075,Acesso
1653,2025-01-20T12:21:00,9611,RH,Campinas,PR,Desktop,Linux,Safari,4G,38,8,28,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01653.jpg,640,768,Hardware,Crítica,Aberto,N1,1,-0.83,6,3,-33.27386,-50.672432,Hardware
1654,2025-01-20T12:38:00,5782,Financeiro,São Paulo,RS,Mobile,Android,Firefox,5G,27,4,24,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01654.jpg,640,600,Hardware,Alta,Aberto,N2,1,0.821,3,0,-25.830343,-46.326881,Hardware
1655,2025-01-20T12:55:00,7807,RH,Curitiba,PR,Notebook,iOS,Safari,Cabo,26,12,59,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01655.jpg,1280,768,Hardware,Média,Em andamento,Infra,1,-0.338,6,0,-31.532502,-44.194808,Hardware
1656,2025-01-20T13:12:00,5097,Operações,Santos,BA,Mobile,Windows,Chrome,WiFi,8,24,27,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01656.jpg,1024,768,Financeiro,Alta,Aberto,N2,0,0.075,6,1,-31.705666,-50.630059,Financeiro
1657,2025-01-20T13:29:00,2144,Financeiro,Belo Horizonte,MG,Notebook,Windows,Safari,WiFi,9,24,33,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01657.jpg,640,720,Software,Alta,Aberto,Aplicações,0,-0.229,6,2,-25.981415,-49.933721,Software
1658,2025-01-20T13:46:00,6008,RH,Curitiba,RJ,Desktop,iOS,Edge,Cabo,16,8,59,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01658.jpg,1280,600,RH,Alta,Aberto,N2,1,-0.893,6,2,-24.806923,-44.009556,RH
1659,2025-01-20T14:03:00,3583,Operações,Santos,RS,Mobile,Linux,Safari,5G,7,8,48,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01659.jpg,800,768,Software,Baixa,Fechado,N1,1,0.66,6,2,-23.426486,-49.297479,Software
1660,2025-01-20T14:20:00,5526,Financeiro,Curitiba,BA,Notebook,Android,Safari,4G,20,8,31,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01660.jpg,640,480,Financeiro,Baixa,Em andamento,N1,1,-0.66,6,1,-23.136604,-44.399314,Financeiro
1661,2025-01-20T14:37:00,6410,Financeiro,Curitiba,SP,Desktop,iOS,Safari,4G,2,4,39,Falha ao imprimir relatório financeiro,Falha ao imprimir relatório financeiro.,images/img_01661.jpg,1280,720,Acesso,Alta,Aberto,N2,1,-0.02,5,2,-23.949696,-45.745253,Acesso
1662,2025-01-20T14:54:00,2256,RH,Curitiba,BA,Desktop,iOS,Firefox,4G,27,4,32,Não consigo acessar o sistema após atualização,Não consigo acessar o sistema após atualização.,images/img_01662.jpg,640,720,Hardware,Alta,Aberto,N2,1,-0.975,7,3,-27.397281,-51.837723,Hardware
1663,2025-01-20T15:11:00,6735,RH,Santos,RJ,Notebook,Android,Edge,Cabo,32,8,17,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01663.jpg,1280,720,Acesso,Alta,Fechado,Infra,0,0.919,6,0,-29.190336,-44.343331,Acesso
1664,2025-01-20T15:28:00,8669,TI,Santos,MG,Notebook,iOS,Chrome,5G,26,48,39,Aplicação apresenta erro ao salvar dados,Aplicação apresenta erro ao salvar dados.,images/img_01664.jpg,640,600,Rede,Alta,Em andamento,N2,1,-0.498,6,0,-30.076177,-44.362178,Rede
1665,2025-01-20T15:45:00,2909,TI,Campinas,RJ,Mobile,Android,Safari,Cabo,11,8,34,Sistema está lento durante o expediente,Sistema está lento durante o expediente.,images/img_01665.jpg,1024,480,Hardware,Crítica,Fechado,N2,1,-0.21,6,3,-33.065602,-51.826273,Hardware
1666,2025-01-20T16:02:00,8389,Financeiro,Belo Horizonte,BA,Notebook,iOS,Edge,5G,36,48,53,Imagem anexada mostra tela de erro,Imagem anexada mostra tela de erro.,images/img_01666.jpg,800,480,RH,Crítica,Fechado,Aplicações,0,-0.883,6,1,-28.408199,-52.595593,RH
1667,2025-01-20T16:19:00,3956,Financeiro,Belo Horizonte,BA,Desktop,iOS,Edge,Cabo,15,4,16,Computador reinicia inesperadamente,Computador reinicia inesperadamente.,images/img_01667.jpg,800,720,Acesso,Média,Em andamento,Aplicações,0,-0.779,3,3,-31.578585,-52.0316,Acesso
